day,hour,precinct,traffic
0,21,122,4
0,21,123,4
0,22,1,69475
0,22,5,48070
0,22,6,114054
0,22,7,13006
0,22,9,66407
0,22,10,51443
0,22,13,110152
0,22,14,158223
0,22,17,183085
0,22,18,150533
0,22,19,78262
0,22,20,57180
0,22,22,13052
0,22,23,9965
0,22,24,21067
0,22,25,2231
0,22,26,5272
0,22,28,3276
0,22,30,1362
0,22,32,929
0,22,33,1064
0,22,34,427
0,22,40,241
0,22,41,14
0,22,42,14
0,22,43,36
0,22,44,122
0,22,45,25
0,22,46,56
0,22,47,13
0,22,48,5
0,22,49,19
0,22,50,59
0,22,52,31
0,22,60,7
0,22,61,35
0,22,62,22
0,22,63,51
0,22,66,45
0,22,67,10
0,22,68,124
0,22,69,8
0,22,70,213
0,22,71,363
0,22,72,180
0,22,73,60
0,22,75,33
0,22,76,1727
0,22,77,724
0,22,78,6353
0,22,79,668
0,22,81,421
0,22,83,330
0,22,84,8989
0,22,88,3151
0,22,90,8158
0,22,94,5122
0,22,100,5
0,22,101,4
0,22,102,239
0,22,103,96
0,22,104,112
0,22,105,34
0,22,106,57
0,22,107,46
0,22,108,4187
0,22,109,86
0,22,110,417
0,22,111,29
0,22,112,372
0,22,113,34138
0,22,114,3547
0,22,115,41774
0,22,120,92
0,22,122,7
0,22,123,1000
0,23,1,48270
0,23,5,39226
0,23,6,97383
0,23,7,13099
0,23,9,59810
0,23,10,38058
0,23,13,81841
0,23,14,115510
0,23,17,120539
0,23,18,111016
0,23,19,48550
0,23,20,34995
0,23,22,7301
0,23,23,7836
0,23,24,14434
0,23,25,2088
0,23,26,4321
0,23,28,3252
0,23,30,1151
0,23,32,1024
0,23,33,926
0,23,34,372
0,23,40,274
0,23,41,24
0,23,42,23
0,23,43,45
0,23,44,146
0,23,45,17
0,23,46,48
0,23,47,13
0,23,48,19
0,23,49,24
0,23,50,57
0,23,52,33
0,23,60,17
0,23,61,28
0,23,62,34
0,23,63,48
0,23,66,58
0,23,67,20
0,23,68,149
0,23,69,18
0,23,70,283
0,23,71,403
0,23,72,232
0,23,73,60
0,23,75,26
0,23,76,1460
0,23,77,911
0,23,78,5635
0,23,79,814
0,23,81,584
0,23,83,471
0,23,84,7967
0,23,88,3462
0,23,90,10500
0,23,94,6684
0,23,100,6
0,23,101,8
0,23,102,212
0,23,103,98
0,23,104,102
0,23,105,56
0,23,106,58
0,23,107,83
0,23,108,4551
0,23,109,93
0,23,110,474
0,23,111,30
0,23,112,378
0,23,113,30663
0,23,114,4012
0,23,115,39814
0,23,120,63
0,23,122,13
0,23,123,12
1,0,1,29449
1,0,5,25858
1,0,6,67873
1,0,7,10879
1,0,9,43980
1,0,10,22919
1,0,13,52609
1,0,14,76009
1,0,17,69713
1,0,18,71939
1,0,19,26757
1,0,20,18501
1,0,22,3967
1,0,23,5001
1,0,24,10027
1,0,25,1861
1,0,26,3194
1,0,28,2636
1,0,30,1206
1,0,32,893
1,0,33,995
1,0,34,345
1,0,40,267
1,0,41,19
1,0,42,23
1,0,43,48
1,0,44,115
1,0,45,21
1,0,46,72
1,0,47,27
1,0,48,17
1,0,49,33
1,0,50,42
1,0,52,45
1,0,60,19
1,0,61,42
1,0,62,21
1,0,63,64
1,0,66,53
1,0,67,28
1,0,68,98
1,0,69,18
1,0,70,233
1,0,71,380
1,0,72,179
1,0,73,81
1,0,75,40
1,0,76,1019
1,0,77,948
1,0,78,4019
1,0,79,669
1,0,81,718
1,0,83,528
1,0,84,5328
1,0,88,2430
1,0,90,9672
1,0,94,6070
1,0,100,4
1,0,101,9
1,0,102,254
1,0,103,87
1,0,104,115
1,0,105,30
1,0,106,67
1,0,107,63
1,0,108,4654
1,0,109,125
1,0,110,706
1,0,111,37
1,0,112,461
1,0,113,24384
1,0,114,4315
1,0,115,16311
1,0,120,65
1,0,122,8
1,0,123,3
1,1,1,15661
1,1,5,14625
1,1,6,46805
1,1,7,7304
1,1,9,31201
1,1,10,14937
1,1,13,30269
1,1,14,44431
1,1,17,38028
1,1,18,43014
1,1,19,13854
1,1,20,9413
1,1,22,1817
1,1,23,3367
1,1,24,6470
1,1,25,1497
1,1,26,2111
1,1,28,1694
1,1,30,937
1,1,32,821
1,1,33,583
1,1,34,227
1,1,40,264
1,1,41,35
1,1,42,37
1,1,43,66
1,1,44,109
1,1,45,10
1,1,46,72
1,1,47,21
1,1,48,13
1,1,49,21
1,1,50,24
1,1,52,21
1,1,60,13
1,1,61,33
1,1,62,32
1,1,63,43
1,1,66,63
1,1,67,44
1,1,68,64
1,1,69,19
1,1,70,197
1,1,71,275
1,1,72,128
1,1,73,79
1,1,75,31
1,1,76,573
1,1,77,598
1,1,78,2199
1,1,79,689
1,1,81,561
1,1,83,431
1,1,84,3256
1,1,88,1437
1,1,90,7454
1,1,94,3809
1,1,100,4
1,1,101,3
1,1,102,209
1,1,103,82
1,1,104,101
1,1,105,20
1,1,106,64
1,1,107,98
1,1,108,3698
1,1,109,53
1,1,110,867
1,1,111,11
1,1,112,337
1,1,113,10152
1,1,114,3823
1,1,115,3215
1,1,120,65
1,1,122,4
1,1,123,1
1,2,1,8514
1,2,5,8706
1,2,6,35300
1,2,7,4554
1,2,9,20164
1,2,10,10599
1,2,13,17244
1,2,14,25316
1,2,17,20858
1,2,18,26618
1,2,19,8544
1,2,20,4481
1,2,22,667
1,2,23,2222
1,2,24,3583
1,2,25,893
1,2,26,1454
1,2,28,1062
1,2,30,602
1,2,32,551
1,2,33,377
1,2,34,173
1,2,40,220
1,2,41,24
1,2,42,30
1,2,43,24
1,2,44,56
1,2,45,11
1,2,46,28
1,2,47,6
1,2,48,14
1,2,49,26
1,2,50,18
1,2,52,8
1,2,60,7
1,2,61,30
1,2,62,4
1,2,63,46
1,2,66,78
1,2,67,12
1,2,68,41
1,2,69,7
1,2,70,145
1,2,71,204
1,2,72,121
1,2,73,49
1,2,75,24
1,2,76,365
1,2,77,360
1,2,78,1397
1,2,79,349
1,2,81,462
1,2,83,367
1,2,84,1914
1,2,88,851
1,2,90,5313
1,2,94,2307
1,2,100,1000
1,2,101,1
1,2,102,120
1,2,103,36
1,2,104,55
1,2,105,13
1,2,106,32
1,2,107,57
1,2,108,2833
1,2,109,64
1,2,110,663
1,2,111,12
1,2,112,174
1,2,113,2583
1,2,114,2722
1,2,115,1036
1,2,120,31
1,2,122,5
1,2,123,7
1,3,1,5316
1,3,5,4717
1,3,6,24985
1,3,7,3022
1,3,9,14125
1,3,10,9275
1,3,13,9965
1,3,14,14421
1,3,17,12892
1,3,18,18805
1,3,19,5841
1,3,20,3077
1,3,22,575
1,3,23,1846
1,3,24,2633
1,3,25,760
1,3,26,1033
1,3,28,636
1,3,30,406
1,3,32,379
1,3,33,280
1,3,34,61
1,3,40,139
1,3,41,31
1,3,42,6
1,3,43,39
1,3,44,43
1,3,45,8
1,3,46,39
1,3,47,15
1,3,48,6
1,3,49,6
1,3,50,13
1,3,52,17
1,3,60,5
1,3,61,21
1,3,62,18
1,3,63,27
1,3,66,66
1,3,67,12
1,3,68,42
1,3,69,21
1,3,70,113
1,3,71,111
1,3,72,97
1,3,73,39
1,3,75,15
1,3,76,166
1,3,77,227
1,3,78,713
1,3,79,184
1,3,81,324
1,3,83,237
1,3,84,1094
1,3,88,395
1,3,90,3609
1,3,94,1457
1,3,100,1000
1,3,101,10
1,3,102,72
1,3,103,25
1,3,104,51
1,3,105,12
1,3,106,17
1,3,107,33
1,3,108,2248
1,3,109,67
1,3,110,574
1,3,111,36
1,3,112,81
1,3,113,1219
1,3,114,1979
1,3,115,796
1,3,120,25
1,3,122,1000
1,3,123,1000
1,4,1,5412
1,4,5,4039
1,4,6,17032
1,4,7,2679
1,4,9,11158
1,4,10,7343
1,4,13,9612
1,4,14,16221
1,4,17,13825
1,4,18,19394
1,4,19,8604
1,4,20,4136
1,4,22,986
1,4,23,2752
1,4,24,4080
1,4,25,894
1,4,26,1054
1,4,28,905
1,4,30,439
1,4,32,398
1,4,33,234
1,4,34,72
1,4,40,199
1,4,41,14
1,4,42,7
1,4,43,13
1,4,44,72
1,4,45,1
1,4,46,29
1,4,47,14
1,4,48,11
1,4,49,4
1,4,50,13
1,4,52,17
1,4,60,15
1,4,61,18
1,4,62,20
1,4,63,19
1,4,66,47
1,4,67,4
1,4,68,29
1,4,69,9
1,4,70,141
1,4,71,108
1,4,72,35
1,4,73,16
1,4,75,30
1,4,76,243
1,4,77,124
1,4,78,707
1,4,79,127
1,4,81,214
1,4,83,201
1,4,84,1443
1,4,88,303
1,4,90,2400
1,4,94,1101
1,4,100,2
1,4,101,1
1,4,102,64
1,4,103,21
1,4,104,30
1,4,105,15
1,4,106,36
1,4,107,38
1,4,108,3284
1,4,109,65
1,4,110,693
1,4,111,10
1,4,112,88
1,4,113,1742
1,4,114,3014
1,4,115,1391
1,4,120,51
1,4,122,1
1,4,123,6
1,5,1,9874
1,5,5,4245
1,5,6,14337
1,5,7,2231
1,5,9,10729
1,5,10,8480
1,5,13,16750
1,5,14,33584
1,5,17,22853
1,5,18,19481
1,5,19,23558
1,5,20,9577
1,5,22,3484
1,5,23,6224
1,5,24,8815
1,5,25,1369
1,5,26,1419
1,5,28,1513
1,5,30,620
1,5,32,533
1,5,33,363
1,5,34,68
1,5,40,196
1,5,41,54
1,5,42,29
1,5,43,46
1,5,44,93
1,5,45,8
1,5,46,29
1,5,47,15
1,5,48,26
1,5,49,17
1,5,50,12
1,5,52,31
1,5,60,9
1,5,61,36
1,5,62,11
1,5,63,15
1,5,66,96
1,5,67,12
1,5,68,68
1,5,69,3
1,5,70,134
1,5,71,158
1,5,72,57
1,5,73,14
1,5,75,21
1,5,76,807
1,5,77,156
1,5,78,986
1,5,79,127
1,5,81,87
1,5,83,115
1,5,84,2818
1,5,88,281
1,5,90,1225
1,5,94,755
1,5,100,1
1,5,101,1000
1,5,102,157
1,5,103,51
1,5,104,42
1,5,105,17
1,5,106,28
1,5,107,73
1,5,108,4700
1,5,109,93
1,5,110,674
1,5,111,46
1,5,112,313
1,5,113,11637
1,5,114,4277
1,5,115,1672
1,5,120,70
1,5,122,6
1,5,123,2
1,6,1,30960
1,6,5,10395
1,6,6,37872
1,6,7,3403
1,6,9,23629
1,6,10,24202
1,6,13,48047
1,6,14,104711
1,6,17,63864
1,6,18,43148
1,6,19,82363
1,6,20,31069
1,6,22,11214
1,6,23,15918
1,6,24,20649
1,6,25,3385
1,6,26,2723
1,6,28,3432
1,6,30,1175
1,6,32,1344
1,6,33,656
1,6,34,107
1,6,40,362
1,6,41,33
1,6,42,33
1,6,43,76
1,6,44,194
1,6,45,1
1,6,46,46
1,6,47,2
1,6,48,26
1,6,49,22
1,6,50,11
1,6,52,31
1,6,60,7
1,6,61,14
1,6,62,31
1,6,63,35
1,6,66,79
1,6,67,23
1,6,68,73
1,6,69,4
1,6,70,291
1,6,71,205
1,6,72,188
1,6,73,51
1,6,75,16
1,6,76,1852
1,6,77,201
1,6,78,1600
1,6,79,96
1,6,81,81
1,6,83,46
1,6,84,6805
1,6,88,538
1,6,90,1046
1,6,94,1124
1,6,100,2
1,6,101,7
1,6,102,328
1,6,103,162
1,6,104,44
1,6,105,31
1,6,106,34
1,6,107,93
1,6,108,8379
1,6,109,57
1,6,110,609
1,6,111,22
1,6,112,587
1,6,113,21042
1,6,114,7216
1,6,115,3312
1,6,120,79
1,6,122,4
1,6,123,7
1,7,1,57899
1,7,5,18073
1,7,6,60799
1,7,7,5270
1,7,9,33059
1,7,10,43384
1,7,13,90284
1,7,14,144389
1,7,17,137875
1,7,18,85653
1,7,19,170291
1,7,20,58099
1,7,22,26740
1,7,23,29398
1,7,24,42282
1,7,25,5928
1,7,26,6065
1,7,28,6817
1,7,30,2060
1,7,32,2207
1,7,33,1411
1,7,34,207
1,7,40,375
1,7,41,26
1,7,42,15
1,7,43,79
1,7,44,197
1,7,45,3
1,7,46,58
1,7,47,15
1,7,48,35
1,7,49,31
1,7,50,49
1,7,52,52
1,7,60,22
1,7,61,36
1,7,62,25
1,7,63,39
1,7,66,100
1,7,67,27
1,7,68,58
1,7,69,8
1,7,70,474
1,7,71,220
1,7,72,176
1,7,73,37
1,7,75,23
1,7,76,3617
1,7,77,247
1,7,78,2093
1,7,79,170
1,7,81,95
1,7,83,81
1,7,84,10555
1,7,88,676
1,7,90,1037
1,7,94,1465
1,7,100,1
1,7,101,14
1,7,102,289
1,7,103,202
1,7,104,55
1,7,105,28
1,7,106,44
1,7,107,59
1,7,108,10134
1,7,109,60
1,7,110,772
1,7,111,35
1,7,112,743
1,7,113,22433
1,7,114,7699
1,7,115,18552
1,7,120,73
1,7,122,8
1,7,123,3
1,8,1,77792
1,8,5,25987
1,8,6,77711
1,8,7,6565
1,8,9,32516
1,8,10,60310
1,8,13,110854
1,8,14,162929
1,8,17,189187
1,8,18,114980
1,8,19,190926
1,8,20,62505
1,8,22,34508
1,8,23,29457
1,8,24,47594
1,8,25,4551
1,8,26,7723
1,8,28,6621
1,8,30,2335
1,8,32,1556
1,8,33,1340
1,8,34,198
1,8,40,363
1,8,41,44
1,8,42,45
1,8,43,64
1,8,44,185
1,8,45,17
1,8,46,28
1,8,47,12
1,8,48,22
1,8,49,24
1,8,50,41
1,8,52,33
1,8,60,6
1,8,61,33
1,8,62,22
1,8,63,40
1,8,66,110
1,8,67,17
1,8,68,62
1,8,69,20
1,8,70,357
1,8,71,202
1,8,72,230
1,8,73,35
1,8,75,45
1,8,76,4704
1,8,77,216
1,8,78,2338
1,8,79,113
1,8,81,74
1,8,83,50
1,8,84,10403
1,8,88,1057
1,8,90,1182
1,8,94,1634
1,8,100,13
1,8,101,12
1,8,102,299
1,8,103,109
1,8,104,71
1,8,105,24
1,8,106,35
1,8,107,97
1,8,108,8905
1,8,109,103
1,8,110,513
1,8,111,27
1,8,112,748
1,8,113,15889
1,8,114,5828
1,8,115,29560
1,8,120,78
1,8,122,4
1,8,123,4
1,9,1,71596
1,9,5,27810
1,9,6,86765
1,9,7,6823
1,9,9,37708
1,9,10,66541
1,9,13,105526
1,9,14,175094
1,9,17,184903
1,9,18,116960
1,9,19,164421
1,9,20,60047
1,9,22,29828
1,9,23,21451
1,9,24,38068
1,9,25,2358
1,9,26,5051
1,9,28,2892
1,9,30,1418
1,9,32,718
1,9,33,1027
1,9,34,116
1,9,40,250
1,9,41,22
1,9,42,30
1,9,43,33
1,9,44,70
1,9,45,10
1,9,46,24
1,9,47,4
1,9,48,27
1,9,49,40
1,9,50,15
1,9,52,18
1,9,60,7
1,9,61,35
1,9,62,4
1,9,63,13
1,9,66,63
1,9,67,12
1,9,68,50
1,9,69,6
1,9,70,191
1,9,71,130
1,9,72,129
1,9,73,22
1,9,75,28
1,9,76,2901
1,9,77,100
1,9,78,1363
1,9,79,128
1,9,81,46
1,9,83,32
1,9,84,6446
1,9,88,761
1,9,90,973
1,9,94,1414
1,9,100,1000
1,9,101,5
1,9,102,158
1,9,103,92
1,9,104,22
1,9,105,25
1,9,106,49
1,9,107,80
1,9,108,4967
1,9,109,90
1,9,110,353
1,9,111,22
1,9,112,406
1,9,113,11332
1,9,114,3556
1,9,115,39659
1,9,120,106
1,9,122,4
1,9,123,2
1,10,1,62594
1,10,5,26985
1,10,6,67191
1,10,7,5232
1,10,9,35371
1,10,10,52937
1,10,13,93616
1,10,14,162830
1,10,17,180405
1,10,18,110785
1,10,19,149438
1,10,20,59806
1,10,22,29907
1,10,23,18993
1,10,24,35116
1,10,25,1580
1,10,26,3986
1,10,28,2237
1,10,30,813
1,10,32,425
1,10,33,865
1,10,34,101
1,10,40,163
1,10,41,12
1,10,42,9
1,10,43,22
1,10,44,48
1,10,45,16
1,10,46,7
1,10,47,14
1,10,48,12
1,10,49,24
1,10,50,22
1,10,52,23
1,10,60,5
1,10,61,22
1,10,62,10
1,10,63,19
1,10,66,70
1,10,67,9
1,10,68,17
1,10,69,16
1,10,70,106
1,10,71,70
1,10,72,91
1,10,73,21
1,10,75,13
1,10,76,1319
1,10,77,136
1,10,78,926
1,10,79,61
1,10,81,51
1,10,83,47
1,10,84,4002
1,10,88,482
1,10,90,839
1,10,94,1232
1,10,100,2
1,10,101,11
1,10,102,148
1,10,103,91
1,10,104,56
1,10,105,14
1,10,106,41
1,10,107,56
1,10,108,3940
1,10,109,79
1,10,110,243
1,10,111,30
1,10,112,217
1,10,113,13464
1,10,114,2310
1,10,115,44453
1,10,120,83
1,10,122,6
1,10,123,1000
1,11,1,67379
1,11,5,29221
1,11,6,62981
1,11,7,4538
1,11,9,29815
1,11,10,51051
1,11,13,93017
1,11,14,163732
1,11,17,194325
1,11,18,110573
1,11,19,143566
1,11,20,58925
1,11,22,31679
1,11,23,18739
1,11,24,32392
1,11,25,1690
1,11,26,4927
1,11,28,2389
1,11,30,905
1,11,32,460
1,11,33,906
1,11,34,89
1,11,40,206
1,11,41,16
1,11,42,14
1,11,43,32
1,11,44,44
1,11,45,7
1,11,46,21
1,11,47,18
1,11,48,16
1,11,49,25
1,11,50,30
1,11,52,19
1,11,60,8
1,11,61,22
1,11,62,7
1,11,63,24
1,11,66,57
1,11,67,15
1,11,68,31
1,11,69,8
1,11,70,108
1,11,71,92
1,11,72,52
1,11,73,14
1,11,75,30
1,11,76,890
1,11,77,86
1,11,78,803
1,11,79,54
1,11,81,22
1,11,83,45
1,11,84,3463
1,11,88,343
1,11,90,951
1,11,94,1321
1,11,100,2
1,11,101,5
1,11,102,199
1,11,103,126
1,11,104,47
1,11,105,30
1,11,106,27
1,11,107,60
1,11,108,3997
1,11,109,105
1,11,110,251
1,11,111,30
1,11,112,161
1,11,113,16642
1,11,114,2359
1,11,115,41626
1,11,120,83
1,11,122,3
1,11,123,2
1,12,1,73048
1,12,5,32856
1,12,6,66962
1,12,7,4262
1,12,9,30068
1,12,10,55246
1,12,13,98054
1,12,14,164512
1,12,17,208772
1,12,18,114501
1,12,19,147601
1,12,20,62000
1,12,22,37019
1,12,23,19299
1,12,24,33643
1,12,25,1948
1,12,26,6131
1,12,28,2619
1,12,30,802
1,12,32,536
1,12,33,1005
1,12,34,128
1,12,40,216
1,12,41,15
1,12,42,10
1,12,43,42
1,12,44,77
1,12,45,6
1,12,46,14
1,12,47,10
1,12,48,10
1,12,49,39
1,12,50,32
1,12,52,23
1,12,60,17
1,12,61,34
1,12,62,5
1,12,63,22
1,12,66,61
1,12,67,17
1,12,68,41
1,12,69,8
1,12,70,125
1,12,71,76
1,12,72,50
1,12,73,15
1,12,75,37
1,12,76,726
1,12,77,97
1,12,78,812
1,12,79,57
1,12,81,40
1,12,83,32
1,12,84,3637
1,12,88,387
1,12,90,1072
1,12,94,1214
1,12,100,3
1,12,101,13
1,12,102,190
1,12,103,165
1,12,104,59
1,12,105,19
1,12,106,56
1,12,107,61
1,12,108,4202
1,12,109,103
1,12,110,189
1,12,111,77
1,12,112,204
1,12,113,17946
1,12,114,2099
1,12,115,37118
1,12,120,90
1,12,122,6
1,12,123,7
1,13,1,73601
1,13,5,34372
1,13,6,67982
1,13,7,4486
1,13,9,30131
1,13,10,53951
1,13,13,99899
1,13,14,159973
1,13,17,205447
1,13,18,112335
1,13,19,139518
1,13,20,61294
1,13,22,37257
1,13,23,17948
1,13,24,32046
1,13,25,2120
1,13,26,6564
1,13,28,2697
1,13,30,940
1,13,32,558
1,13,33,931
1,13,34,85
1,13,40,240
1,13,41,5
1,13,42,10
1,13,43,34
1,13,44,103
1,13,45,9
1,13,46,15
1,13,47,12
1,13,48,25
1,13,49,16
1,13,50,31
1,13,52,57
1,13,60,11
1,13,61,55
1,13,62,13
1,13,63,28
1,13,66,56
1,13,67,13
1,13,68,46
1,13,69,14
1,13,70,120
1,13,71,59
1,13,72,87
1,13,73,15
1,13,75,20
1,13,76,659
1,13,77,116
1,13,78,759
1,13,79,65
1,13,81,32
1,13,83,20
1,13,84,3732
1,13,88,397
1,13,90,1155
1,13,94,1335
1,13,100,1000
1,13,101,19
1,13,102,266
1,13,103,160
1,13,104,53
1,13,105,42
1,13,106,56
1,13,107,51
1,13,108,3989
1,13,109,106
1,13,110,259
1,13,111,71
1,13,112,208
1,13,113,25024
1,13,114,2312
1,13,115,34441
1,13,120,120
1,13,122,5
1,13,123,2
1,14,1,75803
1,14,5,37519
1,14,6,72082
1,14,7,4701
1,14,9,32013
1,14,10,54272
1,14,13,106725
1,14,14,163002
1,14,17,215942
1,14,18,119976
1,14,19,150904
1,14,20,64816
1,14,22,42840
1,14,23,18892
1,14,24,34905
1,14,25,2293
1,14,26,6057
1,14,28,2876
1,14,30,807
1,14,32,491
1,14,33,866
1,14,34,118
1,14,40,228
1,14,41,22
1,14,42,18
1,14,43,29
1,14,44,64
1,14,45,5
1,14,46,29
1,14,47,7
1,14,48,23
1,14,49,17
1,14,50,42
1,14,52,26
1,14,60,13
1,14,61,26
1,14,62,15
1,14,63,15
1,14,66,81
1,14,67,12
1,14,68,54
1,14,69,10
1,14,70,108
1,14,71,133
1,14,72,45
1,14,73,26
1,14,75,42
1,14,76,537
1,14,77,92
1,14,78,915
1,14,79,97
1,14,81,40
1,14,83,56
1,14,84,3531
1,14,88,435
1,14,90,1200
1,14,94,1437
1,14,100,4
1,14,101,13
1,14,102,281
1,14,103,213
1,14,104,94
1,14,105,49
1,14,106,76
1,14,107,51
1,14,108,4067
1,14,109,123
1,14,110,286
1,14,111,61
1,14,112,259
1,14,113,30288
1,14,114,2347
1,14,115,37233
1,14,120,161
1,14,122,1000
1,14,123,9
1,15,1,63994
1,15,5,34099
1,15,6,68131
1,15,7,4462
1,15,9,28448
1,15,10,50334
1,15,13,97634
1,15,14,141629
1,15,17,187218
1,15,18,111017
1,15,19,153321
1,15,20,65228
1,15,22,48154
1,15,23,18813
1,15,24,39194
1,15,25,2233
1,15,26,6439
1,15,28,2354
1,15,30,790
1,15,32,519
1,15,33,702
1,15,34,121
1,15,40,240
1,15,41,15
1,15,42,9
1,15,43,20
1,15,44,66
1,15,45,5
1,15,46,29
1,15,47,33
1,15,48,14
1,15,49,8
1,15,50,26
1,15,52,16
1,15,60,14
1,15,61,37
1,15,62,10
1,15,63,19
1,15,66,63
1,15,67,15
1,15,68,52
1,15,69,19
1,15,70,108
1,15,71,55
1,15,72,51
1,15,73,7
1,15,75,29
1,15,76,508
1,15,77,111
1,15,78,776
1,15,79,64
1,15,81,28
1,15,83,29
1,15,84,3349
1,15,88,396
1,15,90,1162
1,15,94,1427
1,15,100,3
1,15,101,10
1,15,102,389
1,15,103,247
1,15,104,91
1,15,105,42
1,15,106,63
1,15,107,94
1,15,108,3823
1,15,109,159
1,15,110,349
1,15,111,65
1,15,112,293
1,15,113,33825
1,15,114,2082
1,15,115,35920
1,15,120,179
1,15,122,14
1,15,123,2
1,16,1,48491
1,16,5,28393
1,16,6,54672
1,16,7,3306
1,16,9,23947
1,16,10,41492
1,16,13,78508
1,16,14,106932
1,16,17,143634
1,16,18,90395
1,16,19,118571
1,16,20,56660
1,16,22,37655
1,16,23,15622
1,16,24,33479
1,16,25,2218
1,16,26,6080
1,16,28,2093
1,16,30,584
1,16,32,522
1,16,33,502
1,16,34,86
1,16,40,312
1,16,41,13
1,16,42,9
1,16,43,22
1,16,44,79
1,16,45,12
1,16,46,32
1,16,47,18
1,16,48,7
1,16,49,21
1,16,50,32
1,16,52,20
1,16,60,14
1,16,61,41
1,16,62,65
1,16,63,21
1,16,66,92
1,16,67,30
1,16,68,62
1,16,69,12
1,16,70,158
1,16,71,71
1,16,72,72
1,16,73,29
1,16,75,25
1,16,76,498
1,16,77,93
1,16,78,704
1,16,79,47
1,16,81,23
1,16,83,40
1,16,84,2732
1,16,88,323
1,16,90,854
1,16,94,1263
1,16,100,1
1,16,101,5
1,16,102,332
1,16,103,240
1,16,104,85
1,16,105,26
1,16,106,88
1,16,107,127
1,16,108,3801
1,16,109,134
1,16,110,269
1,16,111,52
1,16,112,261
1,16,113,32455
1,16,114,1408
1,16,115,37488
1,16,120,176
1,16,122,19
1,16,123,1
1,17,1,64156
1,17,5,36790
1,17,6,70316
1,17,7,4651
1,17,9,33127
1,17,10,48607
1,17,13,105376
1,17,14,121743
1,17,17,200087
1,17,18,115701
1,17,19,152722
1,17,20,67433
1,17,22,42704
1,17,23,21184
1,17,24,39593
1,17,25,3450
1,17,26,8938
1,17,28,4210
1,17,30,931
1,17,32,1215
1,17,33,779
1,17,34,150
1,17,40,595
1,17,41,20
1,17,42,24
1,17,43,49
1,17,44,117
1,17,45,7
1,17,46,35
1,17,47,12
1,17,48,7
1,17,49,31
1,17,50,20
1,17,52,22
1,17,60,11
1,17,61,42
1,17,62,45
1,17,63,13
1,17,66,108
1,17,67,29
1,17,68,51
1,17,69,17
1,17,70,193
1,17,71,83
1,17,72,96
1,17,73,24
1,17,75,15
1,17,76,841
1,17,77,138
1,17,78,1138
1,17,79,89
1,17,81,56
1,17,83,36
1,17,84,4138
1,17,88,429
1,17,90,1154
1,17,94,1673
1,17,100,1
1,17,101,15
1,17,102,212
1,17,103,215
1,17,104,60
1,17,105,40
1,17,106,82
1,17,107,91
1,17,108,4707
1,17,109,100
1,17,110,311
1,17,111,50
1,17,112,185
1,17,113,31948
1,17,114,1765
1,17,115,40550
1,17,120,135
1,17,122,6
1,17,123,3
1,18,1,84365
1,18,5,48963
1,18,6,98417
1,18,7,7015
1,18,9,45818
1,18,10,70843
1,18,13,138822
1,18,14,164012
1,18,17,258320
1,18,18,172105
1,18,19,181967
1,18,20,85194
1,18,22,39545
1,18,23,23618
1,18,24,47030
1,18,25,3470
1,18,26,8514
1,18,28,4227
1,18,30,1108
1,18,32,993
1,18,33,877
1,18,34,162
1,18,40,493
1,18,41,16
1,18,42,11
1,18,43,26
1,18,44,86
1,18,45,14
1,18,46,49
1,18,47,10
1,18,48,23
1,18,49,9
1,18,50,45
1,18,52,23
1,18,60,6
1,18,61,24
1,18,62,31
1,18,63,12
1,18,66,66
1,18,67,24
1,18,68,34
1,18,69,9
1,18,70,84
1,18,71,78
1,18,72,68
1,18,73,21
1,18,75,33
1,18,76,1203
1,18,77,149
1,18,78,1780
1,18,79,132
1,18,81,92
1,18,83,57
1,18,84,6506
1,18,88,807
1,18,90,2291
1,18,94,2468
1,18,100,1000
1,18,101,18
1,18,102,275
1,18,103,209
1,18,104,102
1,18,105,16
1,18,106,58
1,18,107,59
1,18,108,4516
1,18,109,100
1,18,110,273
1,18,111,21
1,18,112,208
1,18,113,29260
1,18,114,1753
1,18,115,40170
1,18,120,103
1,18,122,1
1,18,123,1000
1,19,1,94532
1,19,5,57529
1,19,6,115429
1,19,7,8945
1,19,9,55322
1,19,10,75735
1,19,13,158219
1,19,14,190129
1,19,17,275145
1,19,18,174226
1,19,19,164576
1,19,20,77589
1,19,22,33620
1,19,23,21428
1,19,24,41431
1,19,25,2701
1,19,26,6728
1,19,28,3383
1,19,30,1116
1,19,32,705
1,19,33,825
1,19,34,225
1,19,40,258
1,19,41,26
1,19,42,10
1,19,43,32
1,19,44,71
1,19,45,9
1,19,46,48
1,19,47,22
1,19,48,8
1,19,49,23
1,19,50,58
1,19,52,19
1,19,60,4
1,19,61,18
1,19,62,15
1,19,63,30
1,19,66,38
1,19,67,27
1,19,68,36
1,19,69,15
1,19,70,125
1,19,71,120
1,19,72,72
1,19,73,21
1,19,75,40
1,19,76,1287
1,19,77,240
1,19,78,2550
1,19,79,175
1,19,81,111
1,19,83,109
1,19,84,7711
1,19,88,1367
1,19,90,3378
1,19,94,3024
1,19,100,1000
1,19,101,6
1,19,102,201
1,19,103,159
1,19,104,71
1,19,105,32
1,19,106,62
1,19,107,60
1,19,108,3811
1,19,109,66
1,19,110,228
1,19,111,28
1,19,112,199
1,19,113,28600
1,19,114,1754
1,19,115,37304
1,19,120,106
1,19,122,18
